;Datum;Von;bis;MW;Onshore MW;Offshore MW
Maximum;04.03.2019;13:00;13:15;16.217,058;15.206,014;1.011,044
Minimum;30.08.2019;07:45;08:00;54,575;26,139;28,436

"Datum";"Von";"bis";"MW";"Onshore MW";"Offshore MW";
19.07.2019;00:30;00:45;2.125,499;1.890,279;235,22;
19.07.2019;00:45;01:00;2.126,818;1.885,602;241,216;
19.07.2019;01:00;01:15;2.130,141;1.882,928;247,213;
19.07.2019;01:15;01:30;2.143,607;1.889,873;253,734;
19.07.2019;01:30;01:45;2.152,43;1.892,165;260,265;
19.07.2019;01:45;02:00;2.160,66;1.893,853;266,807;
19.07.2019;02:00;02:15;2.186,252;1.912,89;273,362;
19.07.2019;02:15;02:30;2.167,968;1.896,529;271,439;
19.07.2019;02:30;02:45;2.152,73;1.883,214;269,516;
19.07.2019;02:45;03:00;2.139,868;1.872,274;267,594;
19.07.2019;03:00;03:15;2.074,351;1.808,679;265,672;
19.07.2019;03:15;03:30;2.033,535;1.775,958;257,577;
19.07.2019;03:30;03:45;1.997,42;1.747,938;249,482;
19.07.2019;03:45;04:00;1.976,945;1.735,556;241,389;
19.07.2019;04:00;04:15;1.960,775;1.727,478;233,297;
19.07.2019;04:15;04:30;1.949,235;1.723,034;226,201;
19.07.2019;04:30;04:45;1.938,212;1.719,107;219,105;
19.07.2019;04:45;05:00;1.927,889;1.715,878;212,011;
19.07.2019;05:00;05:15;1.916,621;1.711,704;204,917;
19.07.2019;05:15;05:30;1.842,677;1.644,38;198,297;
19.07.2019;05:30;05:45;1.771,774;1.580,096;191,678;
19.07.2019;05:45;06:00;1.704,117;1.519,057;185,06;
19.07.2019;06:00;06:15;1.646,149;1.467,706;178,443;
19.07.2019;06:15;06:30;1.582,536;1.412,36;170,176;
19.07.2019;06:30;06:45;1.519,035;1.357,122;161,913;
19.07.2019;06:45;07:00;1.453,875;1.300,222;153,653;
19.07.2019;07:00;07:15;1.381,694;1.236,295;145,399;
19.07.2019;07:15;07:30;1.284,441;1.144,768;139,673;
19.07.2019;07:30;07:45;1.185,996;1.052,048;133,948;
19.07.2019;07:45;08:00;1.089,449;961,221;128,228;
19.07.2019;08:00;08:15;996,45;873,939;122,511;
19.07.2019;08:15;08:30;935,889;817,506;118,383;
19.07.2019;08:30;08:45;878,429;764,173;114,256;
19.07.2019;08:45;09:00;825,645;715,516;110,129;
19.07.2019;09:00;09:15;775,755;669,752;106,003;
19.07.2019;09:15;09:30;760,166;656,832;103,334;
19.07.2019;09:30;09:45;746,796;646,129;100,667;
19.07.2019;09:45;10:00;736,632;638,632;98;
19.07.2019;10:00;10:15;725,977;630,643;95,334;
19.07.2019;10:15;10:30;733,037;637,091;95,946;
19.07.2019;10:30;10:45;742,036;645,475;96,561;
19.07.2019;10:45;11:00;752,557;655,38;97,177;
19.07.2019;11:00;11:15;765,046;667,251;97,795;
19.07.2019;11:15;11:30;796,244;698,679;97,565;
19.07.2019;11:30;11:45;827,47;730,132;97,338;
19.07.2019;11:45;12:00;860,003;762,891;97,112;
19.07.2019;12:00;12:15;891,237;794,351;96,886;
19.07.2019;12:15;12:30;908,432;811,961;96,471;
19.07.2019;12:30;12:45;926,267;830,211;96,056;
19.07.2019;12:45;13:00;943,793;848,149;95,644;
19.07.2019;13:00;13:15;961,328;866,095;95,233;
19.07.2019;13:15;13:30;975,474;882,611;92,863;
19.07.2019;13:30;13:45;989,689;899,196;90,493;
19.07.2019;13:45;14:00;1.002,245;914,117;88,128;
19.07.2019;14:00;14:15;1.014,229;928,464;85,765;
19.07.2019;14:15;14:30;998,971;915,981;82,99;
19.07.2019;14:30;14:45;985,173;904,947;80,226;
19.07.2019;14:45;15:00;973,317;895,844;77,473;
19.07.2019;15:00;15:15;965,371;890,641;74,73;
19.07.2019;15:15;15:30;962,57;888,475;74,095;
19.07.2019;15:30;15:45;961,502;888,037;73,465;
19.07.2019;15:45;16:00;962,898;890,06;72,838;
19.07.2019;16:00;16:15;964,693;892,482;72,211;
19.07.2019;16:15;16:30;951,288;881,662;69,626;
19.07.2019;16:30;16:45;938,085;871,044;67,041;
19.07.2019;16:45;17:00;923,898;859,442;64,456;
19.07.2019;17:00;17:15;908,449;846,579;61,87;
19.07.2019;17:15;17:30;876,888;818,274;58,614;
19.07.2019;17:30;17:45;846,93;791,57;55,36;
19.07.2019;17:45;18:00;817,669;765,563;52,106;
19.07.2019;18:00;18:15;790,941;742,09;48,851;
19.07.2019;18:15;18:30;763,021;714,856;48,165;
19.07.2019;18:30;18:45;737,905;690,425;47,48;
19.07.2019;18:45;19:00;710,81;664,015;46,795;
19.07.2019;19:00;19:15;675,61;629,497;46,113;
19.07.2019;19:15;19:30;644,117;598,306;45,811;
19.07.2019;19:30;19:45;613,706;568,195;45,511;
19.07.2019;19:45;20:00;583,335;538,123;45,212;
19.07.2019;20:00;20:15;554,289;509,375;44,914;
19.07.2019;20:15;20:30;554,454;510,639;43,815;
19.07.2019;20:30;20:45;553,064;510,349;42,715;
19.07.2019;20:45;21:00;552,048;510,434;41,614;
19.07.2019;21:00;21:15;553,85;513,335;40,515;
19.07.2019;21:15;21:30;566,796;526,654;40,142;
19.07.2019;21:30;21:45;585,783;546,011;39,772;
19.07.2019;21:45;22:00;608,117;568,715;39,402;
19.07.2019;22:00;22:15;654,272;615,241;39,031;
19.07.2019;22:15;22:30;680,555;642,491;38,064;
19.07.2019;22:30;22:45;706,705;669,61;37,095;
19.07.2019;22:45;23:00;731,182;695,055;36,127;
19.07.2019;23:00;23:15;759,816;724,655;35,161;
19.07.2019;23:15;23:30;758,725;724,837;33,888;
19.07.2019;23:30;23:45;756,53;723,912;32,618;
19.07.2019;23:45;00:00;755,048;723,7;31,348;
20.07.2019;00:00;00:15;774,282;747,958;26,324;
20.07.2019;00:15;00:30;759,763;733,273;26,49;
20.07.2019;00:30;00:45;743,68;717,023;26,657;
20.07.2019;00:45;01:00;726,994;700,17;26,824;
20.07.2019;01:00;01:15;711,523;684,532;26,991;
20.07.2019;01:15;01:30;696,135;669,252;26,883;
20.07.2019;01:30;01:45;680,85;654,066;26,784;
20.07.2019;01:45;02:00;666,488;639,794;26,694;
20.07.2019;02:00;02:15;669,378;642,769;26,609;
20.07.2019;02:15;02:30;643,961;618,21;25,751;
20.07.2019;02:30;02:45;616,808;591,912;24,896;
20.07.2019;02:45;03:00;589,272;565,228;24,044;
20.07.2019;03:00;03:15;533,822;510,631;23,191;
20.07.2019;03:15;03:30;520,296;498,203;22,093;
20.07.2019;03:30;03:45;508,417;487,42;20,997;
20.07.2019;03:45;04:00;497,834;477,931;19,903;
20.07.2019;04:00;04:15;489,122;470,312;18,81;
20.07.2019;04:15;04:30;491,023;474,136;16,887;
20.07.2019;04:30;04:45;493,478;478,513;14,965;
20.07.2019;04:45;05:00;498,655;485,612;13,043;
20.07.2019;05:00;05:15;503,598;492,475;11,123;
20.07.2019;05:15;05:30;515,116;504,099;11,017;
20.07.2019;05:30;05:45;528,063;517,154;10,909;
20.07.2019;05:45;06:00;542,229;531,427;10,802;
20.07.2019;06:00;06:15;550,916;540,224;10,692;
20.07.2019;06:15;06:30;562,737;553,418;9,319;
20.07.2019;06:30;06:45;573,472;565,524;7,948;
20.07.2019;06:45;07:00;581,621;575,046;6,575;
20.07.2019;07:00;07:15;583,821;578,619;5,202;
20.07.2019;07:15;07:30;542,688;537,366;5,322;
20.07.2019;07:30;07:45;502,556;497,118;5,438;
20.07.2019;07:45;08:00;464,454;458,899;5,555;
20.07.2019;08:00;08:15;426,717;421,047;5,67;
20.07.2019;08:15;08:30;405,305;398,47;6,835;
20.07.2019;08:30;08:45;386,463;378,454;8,009;
20.07.2019;08:45;09:00;370,185;360,998;9,187;
20.07.2019;09:00;09:15;357,115;346,742;10,373;
20.07.2019;09:15;09:30;388,564;376,986;11,578;
20.07.2019;09:30;09:45;422,262;409,477;12,785;
20.07.2019;09:45;10:00;457,963;443,968;13,995;
20.07.2019;10:00;10:15;494,716;479,506;15,21;
20.07.2019;10:15;10:30;553,165;536,336;16,829;
20.07.2019;10:30;10:45;611,991;593,543;18,448;
20.07.2019;10:45;11:00;669,296;649,228;20,068;
20.07.2019;11:00;11:15;725,945;704,255;21,69;
20.07.2019;11:15;11:30;817,712;792,702;25,01;
20.07.2019;11:30;11:45;912,103;883,771;28,332;
20.07.2019;11:45;12:00;1.008,294;976,642;31,652;
20.07.2019;12:00;12:15;1.103,822;1.068,851;34,971;
20.07.2019;12:15;12:30;1.196,302;1.155,175;41,127;
20.07.2019;12:30;12:45;1.289,874;1.242,593;47,281;
20.07.2019;12:45;13:00;1.380,527;1.327,091;53,436;
20.07.2019;13:00;13:15;1.470,458;1.410,866;59,592;
20.07.2019;13:15;13:30;1.565,574;1.496,514;69,06;
20.07.2019;13:30;13:45;1.660,927;1.582,388;78,539;
20.07.2019;13:45;14:00;1.755,938;1.667,907;88,031;
20.07.2019;14:00;14:15;1.851,967;1.754,427;97,54;
20.07.2019;14:15;14:30;1.885,471;1.776,283;109,188;
20.07.2019;14:30;14:45;1.920,224;1.799,384;120,84;
20.07.2019;14:45;15:00;1.956,137;1.823,639;132,498;
20.07.2019;15:00;15:15;1.994,674;1.850,514;144,16;
20.07.2019;15:15;15:30;2.036,921;1.879,124;157,797;
20.07.2019;15:30;15:45;2.080,946;1.909,497;171,449;
20.07.2019;15:45;16:00;2.126,638;1.941,522;185,116;
20.07.2019;16:00;16:15;2.173,364;1.974,564;198,8;
20.07.2019;16:15;16:30;2.249,952;2.026,35;223,602;
20.07.2019;16:30;16:45;2.329,924;2.081,499;248,425;
20.07.2019;16:45;17:00;2.413,482;2.140,213;273,269;
20.07.2019;17:00;17:15;2.499,963;2.201,835;298,128;
20.07.2019;17:15;17:30;2.601,324;2.275,902;325,422;
20.07.2019;17:30;17:45;2.712,392;2.359,66;352,732;
20.07.2019;17:45;18:00;2.820,997;2.440,907;380,09;
20.07.2019;18:00;18:15;2.916,493;2.509,025;407,468;
20.07.2019;18:15;18:30;2.940,343;2.493,597;446,746;
20.07.2019;18:30;18:45;2.951,353;2.465,34;486,013;
20.07.2019;18:45;19:00;2.964,179;2.438,939;525,24;
20.07.2019;19:00;19:15;2.998,835;2.434,452;564,383;
20.07.2019;19:15;19:30;2.917,084;2.315,638;601,446;
20.07.2019;19:30;19:45;2.832,771;2.194,259;638,512;
20.07.2019;19:45;20:00;2.748,698;2.073,136;675,562;
20.07.2019;20:00;20:15;2.670,71;1.958,118;712,592;
20.07.2019;20:15;20:30;2.678,738;1.954,463;724,275;
20.07.2019;20:30;20:45;2.689,409;1.953,474;735,935;
20.07.2019;20:45;21:00;2.707,772;1.960,177;747,595;
20.07.2019;21:00;21:15;2.727,019;1.967,775;759,244;
20.07.2019;21:15;21:30;2.684,357;1.936,211;748,146;
20.07.2019;21:30;21:45;2.629,421;1.892,589;736,832;
20.07.2019;21:45;22:00;2.573,178;1.847,704;725,474;
20.07.2019;22:00;22:15;2.532,017;1.817,85;714,167;
20.07.2019;22:15;22:30;2.585,53;1.895,959;689,571;
20.07.2019;22:30;22:45;2.641,777;1.976,703;665,074;
20.07.2019;22:45;23:00;2.707,677;2.066,997;640,68;
20.07.2019;23:00;23:15;2.776,622;2.160,226;616,396;
20.07.2019;23:15;23:30;2.742,569;2.139,042;603,527;
20.07.2019;23:30;23:45;2.713,584;2.122,907;590,677;
20.07.2019;23:45;00:00;2.685,804;2.107,949;577,855;
21.07.2019;00:00;00:15;3.450,194;2.794,212;655,982;
21.07.2019;00:15;00:30;3.371,24;2.764,909;606,331;
21.07.2019;00:30;00:45;3.292,824;2.736,215;556,609;
21.07.2019;00:45;01:00;3.213,098;2.706,223;506,875;
21.07.2019;01:00;01:15;3.134,865;2.677,718;457,147;
21.07.2019;01:15;01:30;3.058,123;2.633,282;424,841;
21.07.2019;01:30;01:45;2.990,358;2.597,776;392,582;
21.07.2019;01:45;02:00;2.929,6;2.568,977;360,623;
21.07.2019;02:00;02:15;2.890,786;2.561,686;329,1;
21.07.2019;02:15;02:30;2.885,994;2.564,178;321,816;
21.07.2019;02:30;02:45;2.881,606;2.566,994;314,612;
21.07.2019;02:45;03:00;2.877,758;2.570,263;307,495;
21.07.2019;03:00;03:15;2.822,321;2.521,842;300,479;
21.07.2019;03:15;03:30;2.836,156;2.556,097;280,059;
21.07.2019;03:30;03:45;2.853,972;2.594,279;259,693;
21.07.2019;03:45;04:00;2.871,952;2.632,592;239,36;
21.07.2019;04:00;04:15;2.891,032;2.671,984;219,048;
21.07.2019;04:15;04:30;2.930,648;2.719,66;210,988;
21.07.2019;04:30;04:45;2.971,301;2.768,355;202,946;
21.07.2019;04:45;05:00;3.011,234;2.816,315;194,919;
21.07.2019;05:00;05:15;3.054,096;2.867,194;186,902;
21.07.2019;05:15;05:30;3.078,319;2.887,161;191,158;
21.07.2019;05:30;05:45;3.100,706;2.905,291;195,415;
21.07.2019;05:45;06:00;3.123,355;2.923,683;199,672;
21.07.2019;06:00;06:15;3.176,019;2.972,085;203,934;
21.07.2019;06:15;06:30;3.183,023;2.970,529;212,494;
21.07.2019;06:30;06:45;3.187,523;2.966,466;221,057;
21.07.2019;06:45;07:00;3.186,77;2.957,144;229,626;
21.07.2019;07:00;07:15;3.181,098;2.942,896;238,202;
21.07.2019;07:15;07:30;3.177,244;2.933,726;243,518;
21.07.2019;07:30;07:45;3.175,249;2.926,409;248,84;
21.07.2019;07:45;08:00;3.179,29;2.925,121;254,169;
21.07.2019;08:00;08:15;3.191,406;2.931,896;259,51;
21.07.2019;08:15;08:30;3.309,832;3.032,644;277,188;
21.07.2019;08:30;08:45;3.437,451;3.142,547;294,904;
21.07.2019;08:45;09:00;3.570,93;3.258,275;312,655;
21.07.2019;09:00;09:15;3.707,497;3.377,041;330,456;
21.07.2019;09:15;09:30;3.814,241;3.463,285;350,956;
21.07.2019;09:30;09:45;3.924,069;3.552,579;371,49;
21.07.2019;09:45;10:00;4.037,402;3.645,34;392,062;
21.07.2019;10:00;10:15;4.148,465;3.735,777;412,688;
21.07.2019;10:15;10:30;4.264,82;3.832,743;432,077;
21.07.2019;10:30;10:45;4.383,577;3.932,102;451,475;
21.07.2019;10:45;11:00;4.504,144;4.033,272;470,872;
21.07.2019;11:00;11:15;4.625,225;4.134,935;490,29;
21.07.2019;11:15;11:30;4.753,265;4.236,142;517,123;
21.07.2019;11:30;11:45;4.882,205;4.338,193;544,012;
21.07.2019;11:45;12:00;5.012,485;4.441,558;570,927;
21.07.2019;12:00;12:15;5.144,985;4.547,149;597,836;
21.07.2019;12:15;12:30;5.271,169;4.640,864;630,305;
21.07.2019;12:30;12:45;5.397,094;4.734,319;662,775;
21.07.2019;12:45;13:00;5.523,439;4.828,191;695,248;
21.07.2019;13:00;13:15;5.653,122;4.925,4;727,722;
21.07.2019;13:15;13:30;5.747,53;5.013,501;734,029;
21.07.2019;13:30;13:45;5.842,497;5.102,158;740,339;
21.07.2019;13:45;14:00;5.937,46;5.190,821;746,639;
21.07.2019;14:00;14:15;6.031,143;5.278,213;752,93;
21.07.2019;14:15;14:30;6.069,651;5.295,737;773,914;
21.07.2019;14:30;14:45;6.108,783;5.313,894;794,889;
21.07.2019;14:45;15:00;6.149,486;5.333,626;815,86;
21.07.2019;15:00;15:15;6.191,513;5.354,684;836,829;
21.07.2019;15:15;15:30;6.187,373;5.328,153;859,22;
21.07.2019;15:30;15:45;6.183,513;5.301,91;881,603;
21.07.2019;15:45;16:00;6.180,84;5.276,852;903,988;
21.07.2019;16:00;16:15;6.177,88;5.251,51;926,37;
21.07.2019;16:15;16:30;6.170,815;5.227,756;943,059;
21.07.2019;16:30;16:45;6.163,994;5.204,28;959,714;
21.07.2019;16:45;17:00;6.156,545;5.180,219;976,326;
21.07.2019;17:00;17:15;6.147,025;5.154,107;992,918;
21.07.2019;17:15;17:30;6.037,018;5.043,844;993,174;
21.07.2019;17:30;17:45;5.925,641;4.932,21;993,431;
21.07.2019;17:45;18:00;5.816,539;4.822,852;993,687;
21.07.2019;18:00;18:15;5.708,204;4.714,265;993,939;
21.07.2019;18:15;18:30;5.582,508;4.582,631;999,877;
21.07.2019;18:30;18:45;5.457,428;4.451,632;1.005,796;
21.07.2019;18:45;19:00;5.332,163;4.320,455;1.011,708;
21.07.2019;19:00;19:15;5.208,236;4.190,623;1.017,613;
21.07.2019;19:15;19:30;5.043,642;4.026,227;1.017,415;
21.07.2019;19:30;19:45;4.880,712;3.863,503;1.017,209;
21.07.2019;19:45;20:00;4.720,712;3.703,714;1.016,998;
21.07.2019;20:00;20:15;4.558,862;3.542,082;1.016,78;
21.07.2019;20:15;20:30;4.401,326;3.391,569;1.009,757;
21.07.2019;20:30;20:45;4.248,491;3.245,766;1.002,725;
21.07.2019;20:45;21:00;4.027,765;3.032,086;995,679;
21.07.2019;21:00;21:15;3.792,43;2.803,808;988,622;
21.07.2019;21:15;21:30;3.729,268;2.748,505;980,763;
21.07.2019;21:30;21:45;3.669,205;2.696,306;972,899;
21.07.2019;21:45;22:00;3.629,005;2.663,971;965,034;
21.07.2019;22:00;22:15;3.582,304;2.625,139;957,165;
21.07.2019;22:15;22:30;3.526,757;2.571,021;955,736;
21.07.2019;22:30;22:45;3.468,379;2.514,075;954,304;
21.07.2019;22:45;23:00;3.413,909;2.461,037;952,872;
21.07.2019;23:00;23:15;3.361,378;2.409,939;951,439;
21.07.2019;23:15;23:30;3.222,397;2.291,484;930,913;
21.07.2019;23:30;23:45;3.086,067;2.175,683;910,384;
21.07.2019;23:45;00:00;2.961,729;2.071,884;889,845;
22.07.2019;00:00;00:15;2.416,189;1.701,329;714,86;
22.07.2019;00:15;00:30;2.308,935;1.623,368;685,567;
22.07.2019;00:30;00:45;2.201,349;1.545,111;656,238;
22.07.2019;00:45;01:00;2.093,713;1.466,828;626,885;
22.07.2019;01:00;01:15;1.985,795;1.388,246;597,549;
22.07.2019;01:15;01:30;1.907,131;1.327,656;579,475;
22.07.2019;01:30;01:45;1.830,532;1.269,131;561,401;
22.07.2019;01:45;02:00;1.756,967;1.213,635;543,332;
22.07.2019;02:00;02:15;1.721,951;1.196,688;525,263;
22.07.2019;02:15;02:30;1.661,024;1.148,346;512,678;
22.07.2019;02:30;02:45;1.600,253;1.100,152;500,101;
22.07.2019;02:45;03:00;1.539,438;1.051,906;487,532;
22.07.2019;03:00;03:15;1.425,385;950,414;474,971;
22.07.2019;03:15;03:30;1.363,412;906,074;457,338;
22.07.2019;03:30;03:45;1.304,63;864,923;439,707;
22.07.2019;03:45;04:00;1.248,876;826,802;422,074;
22.07.2019;04:00;04:15;1.194,79;790,358;404,432;
22.07.2019;04:15;04:30;1.136,767;757,565;379,202;
22.07.2019;04:30;04:45;1.077,752;723,794;353,958;
22.07.2019;04:45;05:00;1.018,682;689,986;328,696;
22.07.2019;05:00;05:15;966,343;662,916;303,427;
22.07.2019;05:15;05:30;921,897;636,873;285,024;
22.07.2019;05:30;05:45;874,901;608,241;266,66;
22.07.2019;05:45;06:00;828,87;580,548;248,322;
22.07.2019;06:00;06:15;790,345;560,341;230,004;
22.07.2019;06:15;06:30;751,011;534,269;216,742;
22.07.2019;06:30;06:45;705,833;502,334;203,499;
22.07.2019;06:45;07:00;657,313;467,043;190,27;
22.07.2019;07:00;07:15;603,519;426,469;177,05;
22.07.2019;07:15;07:30;555,735;387,262;168,473;
22.07.2019;07:30;07:45;507,499;347,581;159,918;
22.07.2019;07:45;08:00;460,171;308,783;151,388;
22.07.2019;08:00;08:15;415,72;272,839;142,881;
22.07.2019;08:15;08:30;428,474;283,564;144,91;
22.07.2019;08:30;08:45;443,92;296,972;146,948;
22.07.2019;08:45;09:00;463,578;314,579;148,999;
22.07.2019;09:00;09:15;485,866;334,803;151,063;
22.07.2019;09:15;09:30;530,258;370,222;160,036;
22.07.2019;09:30;09:45;577,76;408,734;169,026;
22.07.2019;09:45;10:00;627,83;449,804;178,026;
22.07.2019;10:00;10:15;680,083;493,047;187,036;
22.07.2019;10:15;10:30;760,042;564,726;195,316;
22.07.2019;10:30;10:45;843,877;640,275;203,602;
22.07.2019;10:45;11:00;929,835;717,941;211,894;
22.07.2019;11:00;11:15;1.016,124;795,934;220,19;
22.07.2019;11:15;11:30;1.085,279;860,527;224,752;
22.07.2019;11:30;11:45;1.153,615;924,301;229,314;
22.07.2019;11:45;12:00;1.221,001;987,119;233,882;
22.07.2019;12:00;12:15;1.287,877;1.049,427;238,45;
22.07.2019;12:15;12:30;1.330,423;1.087,109;243,314;
22.07.2019;12:30;12:45;1.373,214;1.125,023;248,191;
22.07.2019;12:45;13:00;1.416,168;1.163,079;253,089;
22.07.2019;13:00;13:15;1.458,546;1.200,549;257,997;
22.07.2019;13:15;13:30;1.497,921;1.233,944;263,977;
22.07.2019;13:30;13:45;1.536,871;1.266,915;269,956;
22.07.2019;13:45;14:00;1.576,062;1.300,127;275,935;
22.07.2019;14:00;14:15;1.615,297;1.333,383;281,914;
22.07.2019;14:15;14:30;1.601,87;1.319,9;281,97;
22.07.2019;14:30;14:45;1.590,48;1.308,459;282,021;
22.07.2019;14:45;15:00;1.585,185;1.303,123;282,062;
22.07.2019;15:00;15:15;1.585,608;1.303,512;282,096;
22.07.2019;15:15;15:30;1.554,131;1.275,414;278,717;
22.07.2019;15:30;15:45;1.523,815;1.248,465;275,35;
22.07.2019;15:45;16:00;1.495,196;1.223,199;271,997;
22.07.2019;16:00;16:15;1.467,765;1.199,112;268,653;
22.07.2019;16:15;16:30;1.427,213;1.166,892;260,321;
22.07.2019;16:30;16:45;1.387,02;1.135,025;251,995;
22.07.2019;16:45;17:00;1.347,047;1.103,374;243,673;
22.07.2019;17:00;17:15;1.308,137;1.072,778;235,359;
22.07.2019;17:15;17:30;1.282,396;1.050,749;231,647;
22.07.2019;17:30;17:45;1.258,896;1.030,958;227,938;
22.07.2019;17:45;18:00;1.238,52;1.014,281;224,239;
22.07.2019;18:00;18:15;1.218,665;998,117;220,548;
22.07.2019;18:15;18:30;1.193,031;984,941;208,09;
22.07.2019;18:30;18:45;1.170,187;974,54;195,647;
22.07.2019;18:45;19:00;1.146,81;963,589;183,221;
22.07.2019;19:00;19:15;1.121,798;950,993;170,805;
22.07.2019;19:15;19:30;1.108,609;935,516;173,093;
22.07.2019;19:30;19:45;1.096,592;921,202;175,39;
22.07.2019;19:45;20:00;1.087,343;909,649;177,694;
22.07.2019;20:00;20:15;1.081,809;901,803;180,006;
22.07.2019;20:15;20:30;1.094,288;909,161;185,127;
22.07.2019;20:30;20:45;1.108,248;917,98;190,268;
22.07.2019;20:45;21:00;1.124,294;928,867;195,427;
22.07.2019;21:00;21:15;1.144,478;943,882;200,596;
22.07.2019;21:15;21:30;1.175,832;972,571;203,261;
22.07.2019;21:30;21:45;1.210,553;1.004,624;205,929;
22.07.2019;21:45;22:00;1.248,663;1.040,053;208,61;
22.07.2019;22:00;22:15;1.275,967;1.064,658;211,309;
22.07.2019;22:15;22:30;1.329,016;1.108,667;220,349;
22.07.2019;22:30;22:45;1.383,06;1.153,666;229,394;
22.07.2019;22:45;23:00;1.436,467;1.198,025;238,442;
22.07.2019;23:00;23:15;1.495,953;1.248,459;247,494;
22.07.2019;23:15;23:30;1.559,244;1.299,626;259,618;
22.07.2019;23:30;23:45;1.624,184;1.352,437;271,747;
22.07.2019;23:45;00:00;1.690,787;1.406,907;283,88;
23.07.2019;00:00;00:15;2.009,804;1.749,293;260,511;
23.07.2019;00:15;00:30;2.102,35;1.826,906;275,444;
23.07.2019;00:30;00:45;2.192,902;1.902,488;290,414;
23.07.2019;00:45;01:00;2.278,58;1.973,201;305,379;
23.07.2019;01:00;01:15;2.364,601;2.044,267;320,334;
23.07.2019;01:15;01:30;2.446,605;2.116,986;329,619;
23.07.2019;01:30;01:45;2.529,878;2.190,947;338,931;
23.07.2019;01:45;02:00;2.619,274;2.271,004;348,27;
23.07.2019;02:00;02:15;2.742,817;2.385,191;357,626;
23.07.2019;02:15;02:30;2.750,525;2.392,066;358,459;
23.07.2019;02:30;02:45;2.758,891;2.399,597;359,294;
23.07.2019;02:45;03:00;2.766,622;2.406,492;360,13;
23.07.2019;03:00;03:15;2.714,869;2.353,904;360,965;
23.07.2019;03:15;03:30;2.703,874;2.343,273;360,601;
23.07.2019;03:30;03:45;2.695,144;2.334,907;360,237;
23.07.2019;03:45;04:00;2.685,737;2.325,861;359,876;
23.07.2019;04:00;04:15;2.677,183;2.317,663;359,52;
23.07.2019;04:15;04:30;2.673,657;2.312,407;361,25;
23.07.2019;04:30;04:45;2.668,305;2.305,318;362,987;
23.07.2019;04:45;05:00;2.664,543;2.299,816;364,727;
23.07.2019;05:00;05:15;2.662,236;2.295,758;366,478;
23.07.2019;05:15;05:30;2.583,913;2.227,277;356,636;
23.07.2019;05:30;05:45;2.507,406;2.160,606;346,8;
23.07.2019;05:45;06:00;2.433,011;2.096,043;336,968;
23.07.2019;06:00;06:15;2.386,439;2.059,295;327,144;
23.07.2019;06:15;06:30;2.304,312;1.985,41;318,902;
23.07.2019;06:30;06:45;2.219,445;1.908,786;310,659;
23.07.2019;06:45;07:00;2.130,514;1.828,093;302,421;
23.07.2019;07:00;07:15;2.036,11;1.741,925;294,185;
23.07.2019;07:15;07:30;1.924,309;1.635,814;288,495;
23.07.2019;07:30;07:45;1.813,269;1.530,463;282,806;
23.07.2019;07:45;08:00;1.704,445;1.427,325;277,12;
23.07.2019;08:00;08:15;1.598,898;1.327,465;271,433;
23.07.2019;08:15;08:30;1.569,728;1.298,008;271,72;
23.07.2019;08:30;08:45;1.542,207;1.270,197;272,01;
23.07.2019;08:45;09:00;1.516,123;1.243,817;272,306;
23.07.2019;09:00;09:15;1.493,19;1.220,589;272,601;
23.07.2019;09:15;09:30;1.470,725;1.201,875;268,85;
23.07.2019;09:30;09:45;1.450,029;1.184,928;265,101;
23.07.2019;09:45;10:00;1.429,991;1.168,635;261,356;
23.07.2019;10:00;10:15;1.411,567;1.153,955;257,612;
23.07.2019;10:15;10:30;1.381,891;1.128,798;253,093;
23.07.2019;10:30;10:45;1.353,331;1.104,757;248,574;
23.07.2019;10:45;11:00;1.325,66;1.081,603;244,057;
23.07.2019;11:00;11:15;1.298,822;1.059,278;239,544;
23.07.2019;11:15;11:30;1.280,29;1.043,903;236,387;
23.07.2019;11:30;11:45;1.261,342;1.028,116;233,226;
23.07.2019;11:45;12:00;1.243,037;1.012,97;230,067;
23.07.2019;12:00;12:15;1.224,079;997,167;226,912;
23.07.2019;12:15;12:30;1.212,774;988,529;224,245;
23.07.2019;12:30;12:45;1.201,71;980,125;221,585;
23.07.2019;12:45;13:00;1.190,587;971,652;218,935;
